Run,Assay Type,AvgSpotLen,LibraryLayout,BioProject,Instrument,Cultivar,Sample Name,Organism,tissue,tissue PO,tissue PO name,Age,stage,stage PO,stage PO name,treatment,environmental ontology,environmental ontology name,replicate,comment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714119,RNA-Seq,492,PAIRED,PRJNA326683,Illumina HiSeq 2500,W_24h_rep4,GSM2212473,Hordeum vulgare,leaf number 5,PO:0025034,leaf,V5-30 days old,,PO:0007089,stem elongation stage,wounded 24h,PECO:0007373,mechanical damage Exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714120,RNA-Seq,497,PAIRED,PRJNA326683,Illumina HiSeq 2500,TSSM_2h_rep1,GSM2212474,Hordeum vulgare,leaf number 5,PO:0025034,leaf,V5-30 days old,,PO:0007089,stem elongation stage,two-spotted spider mite infested 2h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714121,RNA-Seq,491,PAIRED,PRJNA326683,Illumina HiSeq 2500,TSSM_2h_rep2,GSM2212475,Hordeum vulgare,Leaf tissue,PO:0025034,leaf,,,,,two-spotted spider mite infested 2h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714122,RNA-Seq,497,PAIRED,PRJNA326683,Illumina HiSeq 2500,TSSM_2h_rep3,GSM2212476,Hordeum vulgare,leaf number 5,PO:0025034,leaf,V5-30 days old,,PO:0007089,stem elongation stage,two-spotted spider mite infested 2h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714123,RNA-Seq,498,PAIRED,PRJNA326683,Illumina HiSeq 2500,TSSM_2h_rep4,GSM2212477,Hordeum vulgare,leaf number 5,PO:0025034,leaf,V5-30 days old,,PO:0007089,stem elongation stage,two-spotted spider mite infested 2h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714124,RNA-Seq,491,PAIRED,PRJNA326683,Illumina HiSeq 2500,TSSM_24h_rep1,GSM2212478,Hordeum vulgare,Leaf tissue,PO:0025034,leaf,,,,,two-spotted spider mite infested 24h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714125,RNA-Seq,497,PAIRED,PRJNA326683,Illumina HiSeq 2500,TSSM_24h_rep2,GSM2212479,Hordeum vulgare,leaf number 5,PO:0025034,leaf,V5-30 days old,,PO:0007089,stem elongation stage,two-spotted spider mite infested 24h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714126,RNA-Seq,499,PAIRED,PRJNA326683,Illumina HiSeq 2500,TSSM_24h_rep3,GSM2212480,Hordeum vulgare,leaf number 5,PO:0025034,leaf,V5-30 days old,,PO:0007089,stem elongation stage,two-spotted spider mite infested 24h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714127,RNA-Seq,493,PAIRED,PRJNA326683,Illumina HiSeq 2500,TSSM_24h_rep4,GSM2212481,Hordeum vulgare,leaf number 5,PO:0025034,leaf,V5-30 days old,,PO:0007089,stem elongation stage,two-spotted spider mite infested 24h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714128,RNA-Seq,488,PAIRED,PRJNA326683,Illumina HiSeq 2500,BGM_2h_rep1,GSM2212482,Hordeum vulgare,Leaf tissue,PO:0025034,leaf,V5-30 days old,,,,Banks grass mite infested 2h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714129,RNA-Seq,493,PAIRED,PRJNA326683,Illumina HiSeq 2500,BGM_2h_rep2,GSM2212483,Hordeum vulgare,Leaf tissue,PO:0025034,leaf,V5-30 days old,,,,Banks grass mite infested 2h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714130,RNA-Seq,493,PAIRED,PRJNA326683,Illumina HiSeq 2500,BGM_2h_rep3,GSM2212484,Hordeum vulgare,leaf number 5,PO:0025034,leaf,V5-30 days old,,PO:0007089,stem elongation stage,Banks grass mite infested 2h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714131,RNA-Seq,494,PAIRED,PRJNA326683,Illumina HiSeq 2500,BGM_2h_rep4,GSM2212485,Hordeum vulgare,Leaf tissue,PO:0025034,leaf,V5-30 days old,,,,Banks grass mite infested 2h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714132,RNA-Seq,299,PAIRED,PRJNA326683,Illumina HiSeq 2500,BGM_24h_rep1,GSM2212486,Hordeum vulgare,Leaf tissue,PO:0025034,leaf,,,,,Banks grass mite infested 24h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714133,RNA-Seq,498,PAIRED,PRJNA326683,Illumina HiSeq 2500,BGM_24h_rep2,GSM2212487,Hordeum vulgare,leaf number 5,PO:0025034,leaf,V5-30 days old,,PO:0007089,stem elongation stage,Banks grass mite infested 24h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714134,RNA-Seq,498,PAIRED,PRJNA326683,Illumina HiSeq 2500,BGM_24h_rep3,GSM2212488,Hordeum vulgare,Leaf tissue,PO:0025034,leaf,V5-30 days old,,,,Banks grass mite infested 24h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR3714135,RNA-Seq,498,PAIRED,PRJNA326683,Illumina HiSeq 2500,BGM_24h_rep4,GSM2212489,Hordeum vulgare,Leaf tissue,PO:0025034,leaf,,,,,Banks grass mite infested 24h,PECO:0007084,other animals exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4279476,RNA-Seq,200,PAIRED,PRJNA343614,Illumina HiSeq 2500,Supi 3,Supi 3  barley,Hordeum vulgare,spikes,PO:0030117,spike inflorescence,,flower,PO:0007615,flower development stage,wildtype1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4279482,RNA-Seq,200,PAIRED,PRJNA343614,Illumina HiSeq 2500,Supi 3,The gloss mutant,Hordeum vulgare,spikes,PO:0030117,spike inflorescence,,flower,PO:0007615,flower development stage,The gloss mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR4279484,RNA-Seq,200,PAIRED,PRJNA343614,Illumina HiSeq 2500,Supi 3,Albino-Lemma mutant,Hordeum vulgare,spikes,PO:0030117,spike inflorescence,,flower,PO:0007615,flower development stage,Albino-Lemma mutant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR492921,RNA-Seq,200,PAIRED,,Illumina Genome Analyzer II,,Morex RNA-Seq,Hordeum vulgare subsp. vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR492923,RNA-Seq,200,PAIRED,,Illumina Genome Analyzer II,,Morex RNA-Seq,Hordeum vulgare subsp. vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR492924,RNA-Seq,200,PAIRED,,Illumina Genome Analyzer II,,Morex RNA-Seq,Hordeum vulgare subsp. vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR492925,RNA-Seq,200,PAIRED,,Illumina Genome Analyzer II,,Morex RNA-Seq,Hordeum vulgare subsp. vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR492926,RNA-Seq,200,PAIRED,,Illumina Genome Analyzer II,,Morex RNA-Seq,Hordeum vulgare subsp. vulgare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5054851,RNA-Seq,252,PAIRED,PRJNA354889,Illumina HiSeq 2000,Cliper,RNA_seq_grain_3_DPA_replicate1,Hordeum vulgare subsp. vulgare,grain,PO:0009010,seed,,3 Days Post Anthesis,PO:0025501,fruit formation stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5054854,RNA-Seq,252,PAIRED,PRJNA354889,Illumina HiSeq 2000,Cliper,RNA_seq_grain_13_DPA_replicate2,Hordeum vulgare subsp. vulgare,grain,PO:0009010,seed,,13 Days Post Anthesis,PO:0025501,fruit formation stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5054855,RNA-Seq,200,PAIRED,PRJNA354889,Illumina HiSeq 2000,Cliper,RNA_seq_grain_18_DPA_replicate1,Hordeum vulgare subsp. vulgare,grain,PO:0009010,seed,,18 Days Post Anthesis,PO:0025501,fruit formation stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5054856,RNA-Seq,252,PAIRED,PRJNA354889,Illumina HiSeq 2000,Cliper,RNA_seq_grain_8_DPA_replicate2,Hordeum vulgare subsp. vulgare,grain,PO:0009010,seed,,8 Days Post Anthesis,PO:0025501,fruit formation stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5054857,RNA-Seq,202,PAIRED,PRJNA354889,Illumina HiSeq 2000,Cliper,RNA_seq_grain_13_DPA_replicate1,Hordeum vulgare subsp. vulgare,grain,PO:0009010,seed,,13 Days Post Anthesis,PO:0025501,fruit formation stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5054863,RNA-Seq,180,PAIRED,PRJNA354889,Illumina HiSeq 2000,Cliper,RNA_seq_grain_18_DPA_replicate2,Hordeum vulgare subsp. vulgare,grain,PO:0009010,seed,,18 Days Post Anthesis,PO:0025501,fruit formation stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5054864,RNA-Seq,200,PAIRED,PRJNA354889,Illumina HiSeq 2000,Cliper,RNA_seq_grain_8_DPA_replicate1,Hordeum vulgare subsp. vulgare,grain,PO:0009010,seed,,8 Days Post Anthesis,PO:0025501,fruit formation stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5054865,RNA-Seq,300,PAIRED,PRJNA354889,Illumina HiSeq 2000,Cliper,RNA_seq_grain_3_DPA_replicate2,Hordeum vulgare subsp. vulgare,grain,PO:0009010,seed,,3 Days Post Anthesis,PO:0025501,fruit formation stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5109768,RNA-Seq,300,PAIRED,PRJNA188758,Illumina HiSeq 2000,Sahara,Barley (Sahara) transcriptome,Hordeum vulgare,,,root or leaf,,2 weeks old seedlings,,,excessive boron or control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5109769,RNA-Seq,300,PAIRED,PRJNA188758,Illumina HiSeq 2000,Sahara,Barley (Sahara) transcriptome,Hordeum vulgare,,,root or leaf,,2 weeks old seedlings,,,excessive boron or control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5109770,RNA-Seq,300,PAIRED,PRJNA188758,Illumina HiSeq 2000,Sahara,Barley (Sahara) transcriptome,Hordeum vulgare,,,root or leaf,,2 weeks old seedlings,,,excessive boron or control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5277779,RNA-Seq,296,PAIRED,PRJNA376252,Illumina HiSeq 2500,Aramir,Aramir-PshB012,Hordeum vulgare,Leaf,PO:0025034,leaf,Puccinia striiformis f. sp. hordei,"First leaf fully exanded\, partial second leaf",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5320385,RNA-Seq,302,PAIRED,PRJNA378334,Illumina HiSeq 2500,Manchuria,Manchuria,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5320386,RNA-Seq,302,PAIRED,PRJNA378334,Illumina HiSeq 2500,Haruna Nijo,HarunaNijo,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5320387,RNA-Seq,302,PAIRED,PRJNA378334,Illumina HiSeq 2500,Haruna Nijo,HarunaNijo,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5320388,RNA-Seq,302,PAIRED,PRJNA378334,Illumina HiSeq 2500,CI 16153,CI16153,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5320389,RNA-Seq,302,PAIRED,PRJNA378334,Illumina HiSeq 2500,CI 16147,CI16147,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5320390,RNA-Seq,302,PAIRED,PRJNA378334,Illumina HiSeq 2500,CIho 4196,CIho4196,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5320556,RNA-Seq,302,PAIRED,PRJNA378334,Illumina HiSeq 2500,Haruna Nijo,HarunaNijo,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5320557,RNA-Seq,302,PAIRED,PRJNA378334,Illumina HiSeq 2500,Haruna Nijo,HarunaNijo,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331853,RNA-Seq,300,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331854,RNA-Seq,300,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331855,RNA-Seq,300,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331856,RNA-Seq,300,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331857,RNA-Seq,300,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331858,RNA-Seq,300,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331859,RNA-Seq,202,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331860,RNA-Seq,202,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331861,RNA-Seq,202,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331862,RNA-Seq,202,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331863,RNA-Seq,202,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331864,RNA-Seq,202,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331865,RNA-Seq,100,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331866,RNA-Seq,100,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331867,RNA-Seq,202,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331868,RNA-Seq,302,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331869,RNA-Seq,202,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331870,RNA-Seq,200,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331871,RNA-Seq,200,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331872,RNA-Seq,200,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331873,RNA-Seq,200,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331874,RNA-Seq,200,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331875,RNA-Seq,200,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5331876,RNA-Seq,200,PAIRED,PRJNA378582,HiSeq X Ten,,hulless barley grain,Hordeum vulgare,grain,PO:0009010,seed,15d-40d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344983,RNA-Seq,456,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 259,WBDC259,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344984,RNA-Seq,453,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 259,WBDC259,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344985,RNA-Seq,453,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 172,WBDC172,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344986,RNA-Seq,457,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 172,WBDC172,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344987,RNA-Seq,453,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 110,WBDC110,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344988,RNA-Seq,449,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 110,WBDC110,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344989,RNA-Seq,449,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 109,WBDC109,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344990,RNA-Seq,457,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 109,WBDC109,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344991,RNA-Seq,452,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 085,WBDC085,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344992,RNA-Seq,452,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 085,WBDC085,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344993,RNA-Seq,451,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 013,WBDC013,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344994,RNA-Seq,452,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 013,WBDC013,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344995,RNA-Seq,451,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 008,WBDC008,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344996,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,WBDC 008,WBDC008,Hordeum vulgare subsp. spontaneum,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344997,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,SusPtrit,SusPtrit,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344998,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Sultan 5,Sultan5,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5344999,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Sultan 5,Sultan5,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345000,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Q21861,Q21861,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345001,RNA-Seq,200,PAIRED,PRJNA378723,Illumina HiSeq 2500,Q21861,Q21861,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345002,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Pallas,Pallas,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR5345003,RNA-Seq,302,PAIRED,PRJNA378723,Illumina HiSeq 2500,Maritime,Maritime,Hordeum vulgare subsp. vulgare,First leaf,PO:0025034,leaf,,"First leaf First leaf fully expanded\, second leaf emerging",PO:0007098, two leaves visible stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
