Dataset,PMID,Run ID,BioProject_ID,SRA_sample_ID,BioSample_ID,Sample_name,Batch,Organism,Cultivar,GM,Genotype,Dev stage,Zadok_scale,Intermediate_age,High_level_age,Intermediate_tissue,High_level_tissue,Treatment,RNA_extraction,RNA_enrichment,RNA_input (microg),PCR_purification,Growth_condition,Day_night_condition,Temperature_day_night_c,Growth_location,Seq_location,Instrument,Library layout,PO dev general,PO dev narrow,PO tissue,Additional,Read length (bp)
developmental_stages,23075845,ERR1457196,PRJEB14349,ERS1206057,SAMEA4034947,ROO_c_B1,39,Hordeum vulgare,Morex,wt,wt,Roots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,root,root,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009005,"Roots from the seedlings (10 cm shoot stage)\, replicate C\, batch 1",101
developmental_stages,23075845,ERR1457197,PRJEB14349,ERS1206058,SAMEA4034948,CAR15_1_B1,40,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (15 DPA)",69,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007010,PO:0007038,PO:0030104,"Developing grain\, bracts removed (15 DPA)\, replicate 1\, batch 1",101
developmental_stages,23075845,ERR1457198,PRJEB14349,ERS1206059,SAMEA4034949,CAR15_2_B1,40,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (15 DPA)",69,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007010,PO:0007038,PO:0030104,"Developing grain\, bracts removed (15 DPA)\, replicate 2\, batch 1",101
developmental_stages,23075845,ERR1457199,PRJEB14349,ERS1206060,SAMEA4034950,CAR15_4_B1,40,Hordeum vulgare,Morex,wt,wt,"Developing grain\, bracts removed (15 DPA)",69,Anthesis,Reproductive,grain,grain,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007010,PO:0007038,PO:0030104,"Developing grain\, bracts removed (15 DPA)\, replicate 4\, batch 1",101
developmental_stages,23075845,ERR1457200,PRJEB14349,ERS1206061,SAMEA4034951,LEA_a_B1,41,Hordeum vulgare,Morex,wt,wt,Shoots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,shoot,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009006,"Shoots from the seedlings (10 cm shoot stage)\, replicate A\, batch 1",101
developmental_stages,23075845,ERR1457201,PRJEB14349,ERS1206062,SAMEA4034952,LEA_b_B1,41,Hordeum vulgare,Morex,wt,wt,Shoots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,shoot,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009006,"Shoots from the seedlings (10 cm shoot stage)\, replicate B\, batch 1",101
developmental_stages,23075845,ERR1457202,PRJEB14349,ERS1206063,SAMEA4034953,LEA_c_B1,41,Hordeum vulgare,Morex,wt,wt,Shoots from the seedlings (10 cm shoot stage),11,Leaf_development,Vegetative,shoot,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0009006,"Shoots from the seedlings (10 cm shoot stage)\, replicate C\, batch 1",101
developmental_stages,23075845,ERR1457203,PRJEB14349,ERS1206064,SAMEA4034954,INF2_f_B1,42,Hordeum vulgare,Morex,wt,wt,Developing inflorescences (1-1.5 cm),31,Stem_elongation,Reproductive,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007048,PO:0030117,"Developing inflorescences (1-1.5 cm)\, replicate F\, batch 1",101
developmental_stages,23075845,ERR1457204,PRJEB14349,ERS1206065,SAMEA4034955,INF2_g_B1,42,Hordeum vulgare,Morex,wt,wt,Developing inflorescences (1-1.5 cm),31,Stem_elongation,Reproductive,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007048,PO:0030117,"Developing inflorescences (1-1.5 cm)\, replicate G\, batch 1",101
developmental_stages,23075845,ERR1457205,PRJEB14349,ERS1206066,SAMEA4034956,INF2_h_B1,42,Hordeum vulgare,Morex,wt,wt,Developing inflorescences (1-1.5 cm),31,Stem_elongation,Reproductive,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007048,PO:0030117,"Developing inflorescences (1-1.5 cm)\, replicate H\, batch 1",101
developmental_stages,23075845,ERR1457206,PRJEB14349,ERS1206067,SAMEA4034957,NOD_a_B1,43,Hordeum vulgare,Morex,wt,wt,"Developing tillers at six leaf stage\, 3rd internode",26,Tillering,Vegetative,leaf,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007073,PO:0007118,PO:0006339,"Developing tillers at six leaf stage\, 3rd internode\, replicate A\, batch 1",101
developmental_stages,23075845,ERR1457207,PRJEB14349,ERS1206068,SAMEA4034958,NOD_b_B1,43,Hordeum vulgare,Morex,wt,wt,"Developing tillers at six leaf stage\, 3rd internode",26,Tillering,Vegetative,leaf,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007073,PO:0007118,PO:0006339,"Developing tillers at six leaf stage\, 3rd internode\, replicate B\, batch 1",101
developmental_stages,23075845,ERR1457208,PRJEB14349,ERS1206069,SAMEA4034959,NOD_c_B1,43,Hordeum vulgare,Morex,wt,wt,"Developing tillers at six leaf stage\, 3rd internode",26,Tillering,Vegetative,leaf,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007073,PO:0007118,PO:0006339,"Developing tillers at six leaf stage\, 3rd internode\, replicate C\, batch 1",101
developmental_stages,23075845,ERR1457209,PRJEB14349,ERS1206070,SAMEA4034960,INF1_a_B1,44,Hordeum vulgare,Morex,wt,wt,Young developing inflorescences (5mm),16,Leaf_development,Vegetative,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,"Young developing inflorescences (5mm)\, replicate A\, batch 1",101
developmental_stages,23075845,ERR1457210,PRJEB14349,ERS1206071,SAMEA4034961,INF1_b_B1,44,Hordeum vulgare,Morex,wt,wt,Young developing inflorescences (5mm),16,Leaf_development,Vegetative,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,"Young developing inflorescences (5mm)\, replicate B\, batch 1",101
developmental_stages,23075845,ERR1457211,PRJEB14349,ERS1206072,SAMEA4034962,INF1_c_B1,44,Hordeum vulgare,Morex,wt,wt,Young developing inflorescences (5mm),16,Leaf_development,Vegetative,spike,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0030117,"Young developing inflorescences (5mm)\, replicate c\, batch 1",101
developmental_stages,23075845,ERR1457212,PRJEB14349,ERS1206073,SAMEA4034963,ETI_1_B1,45,Hordeum vulgare,Morex,wt,wt,Etiolated (10 day old seedling),10,Germination,Seedling,seedling,seedling,etiolation,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0000003,"Etiolated (10 day old seedling)\, replicate1\, batch1",101
developmental_stages,23075845,ERR1457213,PRJEB14349,ERS1206074,SAMEA4034964,ETI_2_B1,45,Hordeum vulgare,Morex,wt,wt,Etiolated (10 day old seedling),10,Germination,Seedling,seedling,seedling,etiolation,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0000003,"Etiolated (10 day old seedling)\, replicate2\, batch1",101
developmental_stages,23075845,ERR1457214,PRJEB14349,ERS1206075,SAMEA4034965,ETI_3_B1,45,Hordeum vulgare,Morex,wt,wt,Etiolated (10 day old seedling),10,Germination,Seedling,seedling,seedling,etiolation,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0000003,"Etiolated (10 day old seedling)\, replicate3\, batch1",101
developmental_stages,23075845,ERR1457215,PRJEB14349,ERS1206076,SAMEA4034966,LEM_1_B1,46,Hordeum vulgare,Morex,wt,wt,Lemma (6 weeks PA),69,Anthesis,Reproductive,lemma,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009037,"Lemma (6 weeks PA)\, replicate1\, batch1",101
developmental_stages,23075845,ERR1457216,PRJEB14349,ERS1206077,SAMEA4034967,LEM_2_B1,46,Hordeum vulgare,Morex,wt,wt,Lemma (6 weeks PA),69,Anthesis,Reproductive,lemma,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009037,"Lemma (6 weeks PA)\, replicate2\, batch1",101
developmental_stages,23075845,ERR1457217,PRJEB14349,ERS1206078,SAMEA4034968,LEM_3_B1,46,Hordeum vulgare,Morex,wt,wt,Lemma (6 weeks PA),69,Anthesis,Reproductive,lemma,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009037,"Lemma (6 weeks PA)\, replicate3\, batch1",101
developmental_stages,23075845,ERR1457218,PRJEB14349,ERS1206079,SAMEA4034969,LOD_1_B1,47,Hordeum vulgare,Morex,wt,wt,Lodicule (6 weeks PA),69,Anthesis,Reproductive,lodicule,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009036,"Lodicule (6 weeks PA)\, replicate1\, batch1",101
developmental_stages,23075845,ERR1457219,PRJEB14349,ERS1206080,SAMEA4034970,LOD_2_B1,47,Hordeum vulgare,Morex,wt,wt,Lodicule (6 weeks PA),69,Anthesis,Reproductive,lodicule,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009036,"Lodicule (6 weeks PA)\, replicate2\, batch1",101
developmental_stages,23075845,ERR1457220,PRJEB14349,ERS1206081,SAMEA4034971,LOD_3_B1,47,Hordeum vulgare,Morex,wt,wt,Lodicule (6 weeks PA),69,Anthesis,Reproductive,lodicule,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009036,"Lodicule (6 weeks PA)\, replicate3\, batch1",101
developmental_stages,23075845,ERR1457221,PRJEB14349,ERS1206082,SAMEA4034972,PAL_1_B1,48,Hordeum vulgare,Morex,wt,wt,Palea (6 weeks PA),69,Anthesis,Reproductive,palea,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009038,"Palea (6 weeks PA)\, replicate1\, batch1",101
developmental_stages,23075845,ERR1457222,PRJEB14349,ERS1206083,SAMEA4034973,PAL_2_B1,48,Hordeum vulgare,Morex,wt,wt,Palea (6 weeks PA),69,Anthesis,Reproductive,palea,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009038,"Palea (6 weeks PA)\, replicate2\, batch1",101
developmental_stages,23075845,ERR1457223,PRJEB14349,ERS1206084,SAMEA4034974,PAL_3_B1,48,Hordeum vulgare,Morex,wt,wt,Palea (6 weeks PA),69,Anthesis,Reproductive,palea,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009038,"Palea (6 weeks PA)\, replicate3\, batch1",101
developmental_stages,23075845,ERR1457224,PRJEB14349,ERS1206085,SAMEA4034975,EPI_1_B1,49,Hordeum vulgare,Morex,wt,wt,Epidermis (4 weeks ),13,Leaf_development,Vegetative,epidermis,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0005679,"Epidermis (4 weeks )\, replicate1\, batch1",101
developmental_stages,23075845,ERR1457225,PRJEB14349,ERS1206086,SAMEA4034976,EPI_2_B1,49,Hordeum vulgare,Morex,wt,wt,Epidermis (4 weeks ),13,Leaf_development,Vegetative,epidermis,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0005679,"Epidermis (4 weeks )\, replicate2\, batch1",101
developmental_stages,23075845,ERR1457226,PRJEB14349,ERS1206087,SAMEA4034977,EPI_3_B1,49,Hordeum vulgare,Morex,wt,wt,Epidermis (4 weeks ),13,Leaf_development,Vegetative,epidermis,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0005679,"Epidermis (4 weeks )\, replicate3\, batch1",101
developmental_stages,23075845,ERR1457227,PRJEB14349,ERS1206088,SAMEA4034978,RAC_1_B1,50,Hordeum vulgare,Morex,wt,wt,Rachis (5 weeks PA),66,Anthesis,Reproductive,rachis,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007053,PO:0007053,PO:0020122,"Rachis (5 weeks PA)\, replicate1\, batch1",101
developmental_stages,23075845,ERR1457228,PRJEB14349,ERS1206089,SAMEA4034979,RAC_2_B1,50,Hordeum vulgare,Morex,wt,wt,Rachis (5 weeks PA),66,Anthesis,Reproductive,rachis,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007053,PO:0007053,PO:0020122,"Rachis (5 weeks PA)\, replicate2\, batch1",101
developmental_stages,23075845,ERR1457229,PRJEB14349,ERS1206090,SAMEA4034980,RAC_3_B1,50,Hordeum vulgare,Morex,wt,wt,Rachis (5 weeks PA),66,Anthesis,Reproductive,rachis,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007053,PO:0007053,PO:0020122,"Rachis (5 weeks PA)\, replicate3\, batch1",101
developmental_stages,23075845,ERR1457230,PRJEB14349,ERS1206091,SAMEA4034981,ROO2_1_B1,51,Hordeum vulgare,Morex,wt,wt,Root (4 weeks ),13,Leaf_development,Vegetative,root,root,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0009005,"Root (4 weeks )\, replicate1\, batch1",101
developmental_stages,23075845,ERR1457231,PRJEB14349,ERS1206092,SAMEA4034982,ROO2_2_B1,51,Hordeum vulgare,Morex,wt,wt,Root (4 weeks ),13,Leaf_development,Vegetative,root,root,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0009005,"Root (4 weeks )\, replicate2\, batch1",101
developmental_stages,23075845,ERR1457232,PRJEB14349,ERS1206093,SAMEA4034983,ROO2_3_B1,51,Hordeum vulgare,Morex,wt,wt,Root (4 weeks ),13,Leaf_development,Vegetative,root,root,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0009005,"Root (4 weeks )\, replicate3\, batch1",101
developmental_stages,23075845,ERR1457233,PRJEB14349,ERS1206094,SAMEA4034984,SEN_1_B1,52,Hordeum vulgare,Morex,wt,wt,Senescing leaf (2months),91,Senescence,Senescence,senescence_leaf,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007017,PO:0007017,PO:0006340,"Senescing leaf (2months)\, replicate1\, batch1",101
developmental_stages,23075845,ERR1457234,PRJEB14349,ERS1206095,SAMEA4034985,SEN_2_B1,52,Hordeum vulgare,Morex,wt,wt,Senescing leaf (2months),91,Senescence,Senescence,senescence_leaf,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007017,PO:0007017,PO:0006340,"Senescing leaf (2months)\, replicate2\, batch1",101
developmental_stages,23075845,ERR1457235,PRJEB14349,ERS1206096,SAMEA4034986,SEN_3_B1,52,Hordeum vulgare,Morex,wt,wt,Senescing leaf (2months),91,Senescence,Senescence,senescence_leaf,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007017,PO:0007017,PO:0006340,"Senescing leaf (2months)\, replicate3\, batch1",101
developmental_stages,23075845,ERR1457236,PRJEB14349,ERS1206097,SAMEA4034987,ETI_1_B2,53,Hordeum vulgare,Morex,wt,wt,Etiolated (10 day old seedling),10,Germination,Seedling,seedling,seedling,etiolation,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0000003,"Etiolated (10 day old seedling)\, replicate1\, batch2",101
developmental_stages,23075845,ERR1457237,PRJEB14349,ERS1206098,SAMEA4034988,ETI_2_B2,53,Hordeum vulgare,Morex,wt,wt,Etiolated (10 day old seedling),10,Germination,Seedling,seedling,seedling,etiolation,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0000003,"Etiolated (10 day old seedling)\, replicate2\, batch2",101
developmental_stages,23075845,ERR1457238,PRJEB14349,ERS1206099,SAMEA4034989,ETI_3_B2,53,Hordeum vulgare,Morex,wt,wt,Etiolated (10 day old seedling),10,Germination,Seedling,seedling,seedling,etiolation,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007112,PO:0007094,PO:0000003,"Etiolated (10 day old seedling)\, replicate3\, batch2",101
developmental_stages,23075845,ERR1457239,PRJEB14349,ERS1206100,SAMEA4034990,LEM_1_B2,54,Hordeum vulgare,Morex,wt,wt,Lemma (6 weeks PA),69,Anthesis,Reproductive,lemma,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009037,"Lemma (6 weeks PA)\, replicate1\, batch2",101
developmental_stages,23075845,ERR1457240,PRJEB14349,ERS1206101,SAMEA4034991,LEM_2_B2,54,Hordeum vulgare,Morex,wt,wt,Lemma (6 weeks PA),69,Anthesis,Reproductive,lemma,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009037,"Lemma (6 weeks PA)\, replicate2\, batch2",101
developmental_stages,23075845,ERR1457241,PRJEB14349,ERS1206102,SAMEA4034992,LEM_3_B2,54,Hordeum vulgare,Morex,wt,wt,Lemma (6 weeks PA),69,Anthesis,Reproductive,lemma,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009037,"Lemma (6 weeks PA)\, replicate3\, batch2",101
developmental_stages,23075845,ERR1457242,PRJEB14349,ERS1206103,SAMEA4034993,LOD_1_B2,55,Hordeum vulgare,Morex,wt,wt,Lodicule (6 weeks PA),69,Anthesis,Reproductive,lodicule,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009036,"Lodicule (6 weeks PA)\, replicate1\, batch2",101
developmental_stages,23075845,ERR1457243,PRJEB14349,ERS1206104,SAMEA4034994,LOD_2_B2,55,Hordeum vulgare,Morex,wt,wt,Lodicule (6 weeks PA),69,Anthesis,Reproductive,lodicule,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009036,"Lodicule (6 weeks PA)\, replicate2\, batch2",101
developmental_stages,23075845,ERR1457244,PRJEB14349,ERS1206105,SAMEA4034995,LOD_3_B2,55,Hordeum vulgare,Morex,wt,wt,Lodicule (6 weeks PA),69,Anthesis,Reproductive,lodicule,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009036,"Lodicule (6 weeks PA)\, replicate3\, batch2",101
developmental_stages,23075845,ERR1457245,PRJEB14349,ERS1206106,SAMEA4034996,PAL_1_B2,56,Hordeum vulgare,Morex,wt,wt,Palea (6 weeks PA),69,Anthesis,Reproductive,palea,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009038,"Palea (6 weeks PA)\, replicate1\, batch2",101
developmental_stages,23075845,ERR1457246,PRJEB14349,ERS1206107,SAMEA4034997,PAL_2_B2,56,Hordeum vulgare,Morex,wt,wt,Palea (6 weeks PA),69,Anthesis,Reproductive,palea,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009038,"Palea (6 weeks PA)\, replicate2\, batch2",101
developmental_stages,23075845,ERR1457247,PRJEB14349,ERS1206108,SAMEA4034998,PAL_3_B2,56,Hordeum vulgare,Morex,wt,wt,Palea (6 weeks PA),69,Anthesis,Reproductive,palea,inflorescence,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007024,PO:0007024,PO:0009038,"Palea (6 weeks PA)\, replicate3\, batch2",101
developmental_stages,23075845,ERR1457248,PRJEB14349,ERS1206109,SAMEA4034999,EPI_1_B2,57,Hordeum vulgare,Morex,wt,wt,Epidermis (4 weeks ),13,Leaf_development,Vegetative,epidermis,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0005679,"Epidermis (4 weeks )\, replicate1\, batch2",101
developmental_stages,23075845,ERR1457249,PRJEB14349,ERS1206110,SAMEA4035000,EPI_2_B2,57,Hordeum vulgare,Morex,wt,wt,Epidermis (4 weeks ),13,Leaf_development,Vegetative,epidermis,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0005679,"Epidermis (4 weeks )\, replicate2\, batch2",101
developmental_stages,23075845,ERR1457250,PRJEB14349,ERS1206111,SAMEA4035001,EPI_3_B2,57,Hordeum vulgare,Morex,wt,wt,Epidermis (4 weeks ),13,Leaf_development,Vegetative,epidermis,leaf,control,TriReagent_Sigma,polyToligo_bead,1,AMPure_XP_bead,greenhouse,controlled,17_15,UK_Scottland_JHI,UK_Norwich,Illumina HiSeq 2000,paired,PO:0007047,PO:0007025,PO:0005679,"Epidermis (4 weeks )\, replicate3\, batch2",101
